no,word,meaning,example_sentence,source,known,note,created_at,updated_at
1473,favorable,好意的な、好ましい,The situation became more favorable than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1474,generous,気前のよい、寛大な,The situation became more generous than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1475,hollow,空洞の；空虚な；うわべだけの,The situation became more hollow than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1476,internal,内部の、内側の、国内の,The situation became more internal than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1477,interpersonal,人間[対人]関係の,The situation became more interpersonal than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1478,staple,必需食品；主要産物,The article explained the meaning of staple clearly.,英検準1級 でる順パス単 CSV,0,,,
1479,tolerant,寛容な、包容力のある,The situation became more tolerant than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1480,folk,民間(起源)の、民衆の,The article explained the meaning of folk clearly.,英検準1級 でる順パス単 CSV,0,,,
1481,furious,激怒した；猛烈な,The situation became more furious than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1482,ironic,皮肉な、反語的な,The situation became more ironic than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1483,pale,(人・顔色などが)青白い、血の気を失った、(色が)淡い、薄い,The situation became more pale than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1484,pregnant,妊娠した,The situation became more pregnant than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1485,rewarding,満足感が得られる、報われる,The situation became more rewarding than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1486,sacred,神聖な、聖なる、宗教的な,The situation became more sacred than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1487,terrific,素晴らしい、すてきな,The situation became more terrific than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1488,abridged,簡約[短縮]された,The situation became more abridged than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1489,dull,退屈な、頭が鈍い,The situation became more dull than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1490,faint,かすかな；めまいがする；弱々しい,The situation became more faint than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1491,irresponsible,無責任な,The situation became more irresponsible than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1492,notorious,悪名高い（≒infamous）,The situation became more notorious than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1493,recurrent,(周期的に)繰り返される、(病気などが)再発する,The situation became more recurrent than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1494,irresistible,抵抗できない、非常に魅力的な,The situation became more irresistible than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1495,binding,拘束力のある、義務を負わせる,The situation became more binding than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1496,dejected,落胆した、元気のない,The situation became more dejected than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1497,fictitious,架空の、偽りの,The situation became more fictitious than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1498,gracious,親切な、丁寧な,The situation became more gracious than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1499,upcoming,やがて起ころう[現れよう]としている、来るべき,The situation became more upcoming than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1500,abundant,豊富な,The situation became more abundant than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1501,grind,（穀物など）をひく,The situation became more grind than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1502,archive,〔しばしば～s〕記録文書，公文書；公文書保管所；（コンピューターの）アーカイブ,The situation became more archive than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1503,devise,を考案する,The new policy may devise the whole community.,英検準1級 でる順パス単 CSV,0,,,
1504,precede,に先行する,The new policy may precede the whole community.,英検準1級 でる順パス単 CSV,0,,,
1505,horrify,を怖がらせる,The new policy may horrify the whole community.,英検準1級 でる順パス単 CSV,0,,,
1506,lodge,(苦情・抗議など)を申し出る、を預ける、を泊める,The situation became more lodge than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1507,mediate,調停する、仲裁する,The situation became more mediate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1508,mingle,付き合う、仲間に入る、混ざる,The article explained the meaning of mingle clearly.,英検準1級 でる順パス単 CSV,0,,,
1509,perspire,汗をかく,The article explained the meaning of perspire clearly.,英検準1級 でる順パス単 CSV,0,,,
1510,concede,(しぶしぶ)～と認める,The article explained the meaning of concede clearly.,英検準1級 でる順パス単 CSV,0,,,
1511,hinder,を妨げる,The report mentioned a important hinder in detail.,英検準1級 でる順パス単 CSV,0,,,
1512,waver,(心が)揺れ動く、迷う,The report mentioned a important waver in detail.,英検準1級 でる順パス単 CSV,0,,,
1513,formulate,(計画など)を(注意深く)まとめる、を明確に述べる,The situation became more formulate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1514,exhale,(息・煙・言葉など)を吐き出す,The situation became more exhale than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1515,rebound,(ボールなどが)跳ね返る,The situation became more rebound than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1516,gratify,を喜ばせる、を満足させる,The new policy may gratify the whole community.,英検準1級 でる順パス単 CSV,0,,,
1517,pledge,を誓う，約束する；を与えることを約束する,The new policy may pledge the whole community.,英検準1級 でる順パス単 CSV,0,,,
1518,fasten,をしっかり留める、を固定する,The new policy may fasten the whole community.,英検準1級 でる順パス単 CSV,0,,,
1519,relay,を伝達する、を取り次ぐ、を中継で送る,The new policy may relay the whole community.,英検準1級 でる順パス単 CSV,0,,,
1520,align,を一直線に並べる,The new policy may align the whole community.,英検準1級 でる順パス単 CSV,0,,,
1521,ascend,（を）上がる,The article explained the meaning of ascend clearly.,英検準1級 でる順パス単 CSV,0,,,
1522,gaze,じっと見る,The article explained the meaning of gaze clearly.,英検準1級 でる順パス単 CSV,0,,,
1523,adore,が大好きである、を敬愛する,The article explained the meaning of adore clearly.,英検準1級 でる順パス単 CSV,0,,,
1524,chill,(食べ物・飲み物など)を冷やす、冷える,The situation became more chill than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1525,curve,カーブする、曲がる,The new policy may curve the whole community.,英検準1級 でる順パス単 CSV,0,,,
1526,deflate,(タイヤ・風船などが)しぼむ、をしぼませる,The situation became more deflate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1527,detach,を分離する、を取り外す,The new policy may detach the whole community.,英検準1級 でる順パス単 CSV,0,,,
1528,enclose,を同封する；を取り囲む,The new policy may enclose the whole community.,英検準1級 でる順パス単 CSV,0,,,
1529,fetch,を（行って）持って［連れて］くる,The new policy may fetch the whole community.,英検準1級 でる順パス単 CSV,0,,,
1530,proclaim,を宣言する,The new policy may proclaim the whole community.,英検準1級 でる順パス単 CSV,0,,,
1531,forge,を偽造する；（関係など）を築く；を鍛造する,The situation became more forge than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1532,outburst,(火山・怒り・笑いなど)の爆発,The situation became more outburst than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1533,dimension,局面、寸法、規模、次元,The report mentioned a important dimension in detail.,英検準1級 でる順パス単 CSV,0,,,
1534,swarm,大群,The article explained the meaning of swarm clearly.,英検準1級 でる順パス単 CSV,0,,,
1535,sequel,続編、結果,The article explained the meaning of sequel clearly.,英検準1級 でる順パス単 CSV,0,,,
1536,artifact,人工遺物、工芸品,The article explained the meaning of artifact clearly.,英検準1級 でる順パス単 CSV,0,,,
1537,mercy,慈悲；〔通例a ～〕幸運,The report mentioned a important mercy in detail.,英検準1級 でる順パス単 CSV,0,,,
1538,successor,後継者、相続人,The report mentioned a important successor in detail.,英検準1級 でる順パス単 CSV,0,,,
1539,triumph,(大)勝利、成功,The article explained the meaning of triumph clearly.,英検準1級 でる順パス単 CSV,0,,,
1540,clause,(法律・条約などの)条項、(文の)節,The situation became more clause than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1541,analogy,類推；類似,The report mentioned an important analogy in detail.,英検準1級 でる順パス単 CSV,0,,,
1542,downfall,破滅、転落、(雨・雪などの)大降り,The situation became more downfall than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1543,fusion,融合(物)、(政府などの)連立,The report mentioned a important fusion in detail.,英検準1級 でる順パス単 CSV,0,,,
1544,fracture,骨折、割れ目、裂け目,The report mentioned a important fracture in detail.,英検準1級 でる順パス単 CSV,0,,,
1545,menace,困りもの、危険人物、脅威,The article explained the meaning of menace clearly.,英検準1級 でる順パス単 CSV,0,,,
1546,setback,(進歩・発展の)妨げ、支障,The article explained the meaning of setback clearly.,英検準1級 でる順パス単 CSV,0,,,
1547,empathy,共感、感情移入,The article explained the meaning of empathy clearly.,英検準1級 でる順パス単 CSV,0,,,
1548,tumble,転倒、(株価などの)暴落,The situation became more tumble than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1549,diameter,直径,The report mentioned a important diameter in detail.,英検準1級 でる順パス単 CSV,0,,,
1550,momentum,勢い、はずみ,The article explained the meaning of momentum clearly.,英検準1級 でる順パス単 CSV,0,,,
1551,troop,軍隊、兵隊,The report mentioned a important troop in detail.,英検準1級 でる順パス単 CSV,0,,,
1552,pharmacy,薬屋、薬局,The report mentioned a important pharmacy in detail.,英検準1級 でる順パス単 CSV,0,,,
1553,nightmare,悪夢、(悪夢のような)恐ろしい経験,The situation became more nightmare than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1554,slope,坂、斜面,The article explained the meaning of slope clearly.,英検準1級 でる順パス単 CSV,0,,,
1555,glacier,氷河,The report mentioned a important glacier in detail.,英検準1級 でる順パス単 CSV,0,,,
1556,grief,(死などに対する)深い悲しみ、悲痛,The situation became more grief than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1557,misery,惨めさ、悲惨さ,The article explained the meaning of misery clearly.,英検準1級 でる順パス単 CSV,0,,,
1558,accent,なまり、方言,The situation became more accent than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1559,ambassador,大使,The report mentioned an important ambassador in detail.,英検準1級 でる順パス単 CSV,0,,,
1560,autopsy,検死,The report mentioned an important autopsy in detail.,英検準1級 でる順パス単 CSV,0,,,
1561,blast,爆発、爆破、突風,The article explained the meaning of blast clearly.,英検準1級 でる順パス単 CSV,0,,,
1562,courtesy,礼儀正しさ；好意；優遇,The article explained the meaning of courtesy clearly.,英検準1級 でる順パス単 CSV,0,,,
1563,deed,(意図的な)行為、行い,The situation became more deed than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1564,discourse,話し合い，会話；講演；論説,The article explained the meaning of discourse clearly.,英検準1級 でる順パス単 CSV,0,,,
1565,impulse,衝動,The report mentioned an important impulse in detail.,英検準1級 でる順パス単 CSV,0,,,
1566,jar,(広口の)びん、つぼ,The article explained the meaning of jar clearly.,英検準1級 でる順パス単 CSV,0,,,
1567,sibling,兄弟姉妹(の１人),The situation became more sibling than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1568,enthusiasm,熱狂、熱中,The article explained the meaning of enthusiasm clearly.,英検準1級 でる順パス単 CSV,0,,,
1569,treasure,宝物、貴重品,The report mentioned a important treasure in detail.,英検準1級 でる順パス単 CSV,0,,,
1570,horizontal,水平な,The situation became more horizontal than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1571,indefinite,限定されない、不定の、はっきりしない,The situation became more indefinite than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1572,vulgar,下品な、無作法な,The situation became more vulgar than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1573,resilient,回復力のある、弾力(性)ある,The situation became more resilient than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1574,aquatic,(動植物が)水生の、水の,The situation became more aquatic than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1575,insistent,強く主張する、執拗な,The situation became more insistent than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1576,frantic,大急ぎの、気が狂いそうな,The situation became more frantic than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1577,deceptive,人を惑わすような,The situation became more deceptive than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1578,illogical,筋の通らない、不合理な,The situation became more illogical than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1579,elaborate,精巧な、入念な,The situation became more elaborate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1580,mellow,(性格が)円熟した、柔らかくて豊かな[美しい],The situation became more mellow than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1581,boundless,無限の,The situation became more boundless than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1582,cordial,心温まる、心からの,The situation became more cordial than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1583,seasonal,季節(ごと)の,The situation became more seasonal than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1584,sour,酸っぱい,The article explained the meaning of sour clearly.,英検準1級 でる順パス単 CSV,0,,,
1585,swift,素早い,The article explained the meaning of swift clearly.,英検準1級 でる順パス単 CSV,0,,,
1586,cumulative,累積する、しだいに増加する,The situation became more cumulative than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1587,savage,残酷な、凶暴な,The report mentioned a important savage in detail.,英検準1級 でる順パス単 CSV,0,,,
1588,admirable,賞賛に値する、素晴らしい,The situation became more admirable than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1589,informative,有益な、情報[知識]を提供する,The situation became more informative than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1590,proportional,釣り合った、比例した,The situation became more proportional than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1591,simultaneous,同時に起こる,The situation became more simultaneous than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1592,static,変化[進歩]のない,The situation became more static than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1593,uneasy,不安な、心配な、落ち着かない,The situation became more uneasy than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1594,unequal,(権利などが)不平等な,The situation became more unequal than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1595,autonomous,自治の、自主的な,The situation became more autonomous than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1596,bold,大胆な、勇敢な,The situation became more bold than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1597,pessimistic,悲観的な,The situation became more pessimistic than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1598,repetitive,繰り返しの,The situation became more repetitive than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1599,respiratory,呼吸器に関する、呼吸の,The situation became more respiratory than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1600,coherent,一貫した，筋の通った；結束した,The situation became more coherent than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1601,account for ～,(割合・分量など)を占める、～(の理由)を説明する,The team decided to account for the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1602,accuse A of B,AをBの罪で告訴する、AをBの理由で非難する,The expression 'accuse A of B' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1603,act on ～,(忠告・情報など)に従って行動する、～に影響を及ぼす,The team decided to act on the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1604,act out ～,(物語・経験など)を身振りで実演する,The team decided to act out the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1605,add up to ～,(合計が)～になる、結局～ということになる,The team decided to add up to the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1606,adhere to ～,(信念・規則など)を順守する、～に固執する,The team decided to adhere to the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1607,air out ～,(部屋など)を換気する、(衣類・寝具など)を外気に当てる,The team decided to air out the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1608,all but,ほとんど,The expression 'all but' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1609,allow for ～,～を考慮に入れる、～を見込む,The team decided to allow for the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1610,answer for ～,～の責任を負う、～の罰を受ける,The team decided to answer for the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1611,aspire to do ～,～することを熱望[切望]する,Many students aspire to improve the problem their English skills.,英検準1級 でる順パス単 CSV,0,,,
1612,attribute A to B,AをBのせいと考える,The expression 'attribute A to B' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1613,back down,撤回する、敗北[非]を認める,The team decided to back down before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1614,back off,手を引く、撤回する、後退する,The team decided to back off before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1615,back up ～,～を裏付ける、～を支援する、(ファイルなど)のコピーを取る,The team decided to back up the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1616,back on ～,～を当てにする,The team decided to back on the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1617,be committed to ～,～に献身している,Students should be committed to the problem during group projects.,英検準1級 でる順パス単 CSV,0,,,
1618,be destined to do ～,～する運命である,She may be destined to improve the problem the community.,英検準1級 でる順パス単 CSV,0,,,
1619,(be) free of ～,(料金・税金など)がない、～免除されている,Students should be free of the problem during group projects.,英検準1級 でる順パス単 CSV,0,,,
1620,be obsessed with ～,(妄想・固定観念など)に取りつかれている,Students should be obsessed with the problem during group projects.,英検準1級 でる順パス単 CSV,0,,,
1621,be subject to ～,(病気など)にかかりやすい、(影響など)を受けやすい,Students should be subject to the problem during group projects.,英検準1級 でる順パス単 CSV,0,,,
1622,blast off,打ち上げられる、発射される,The expression 'blast off' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1623,blow up,(かんかんに)怒る、爆発する,The expression 'blow up' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1624,bounce back,(打撃・病気などから)回復する、立ち直る,The expression 'bounce back' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1625,branch off,(話題が)変わる、(わき道に)それる,The expression 'branch off' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1626,break away from ～,(伝統・習慣など)を断つ、(束縛など)から逃れる,The team decided to break away from the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1627,break down,決裂する、失敗する、故障する,The team decided to break down before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1628,break off ～,～を中断する、～を急にやめる,The team decided to break off the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1629,break out,勃発する、(伝染病などが)発生する,The team decided to break out before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1630,bring about ～,～を引き起こす、～を招く,The team decided to bring about the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1631,bring down ～,(人・政府など)を(打ち)倒す,The team decided to bring down the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1632,bring off ～,～をやってのける、～を成し遂げる,The team decided to bring off the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1633,bring on ～,(災い・病気など)をもたらす,The team decided to bring on the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1634,bring out ～,(才能・性質など)を引き出す、～を発揮させる,The team decided to bring out the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1635,bump into ～,～にばったり出会う,The team decided to bump into the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1636,burn out ～,(人)を疲れ果てさせる、～を燃え尽きさせる,The team decided to burn out the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1637,by means of ～,～用いて、～によって,The message was sent by means of a secure system.,英検準1級 でる順パス単 CSV,0,,,
1638,call for ～,～を必要とする、～を要求する,The team decided to call for the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1639,call off ～,～を中止する,The team decided to call off the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1640,call on ～,～を訪ねる、(人)に頼む,The team decided to call on the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1641,carry away ～,無我夢中になる、～を持ち去る,The team decided to carry away the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1642,carry through ～,～を成し遂げる、～を成就させる,The team decided to carry through the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1643,catch up on ～,(近況など)について新しい情報を知る、～の遅れを取り戻す,The team decided to catch up on the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1644,check off ～,～にチェックマークをつける,The team decided to check off the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1645,chip in ～,(金・労力などを)出し合う,The expression 'chip in ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1646,clean out ～,～の中をきれいにする、～を空にする,The team decided to clean out the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1647,clear out ～,～の中身を出してきれいに片付ける、～を空にする,The team decided to clear out the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1648,clear up (～),(誤解など)を解く、(問題など)を解明する、～片付ける、晴れる,The team decided to clear up (the problem) before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1649,close in (on ～),(～を)包囲する、(～に)追ってくる,The team decided to close in (on the problem) before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1650,come after ～,～の後をつける、～を追跡する,The team decided to come after the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1651,come before ～,(問題などが)(法廷など)で審議される、(法廷など)に出頭する,The team decided to come before the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1652,come down to ～,要するに～ということになる,The team decided to come down to the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1653,come down with ～,(軽い病気)にかかる,The team decided to come down with the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1654,come into ～,～の状態になる,The team decided to come into the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1655,come off,結局～になる、行われる,The team decided to come off before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1656,come through,要求に応える、伝えられる,The team decided to come through before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1657,comply with ～,(規則・基準など)に従う,The team decided to comply with the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1658,contribute to ～,～の一因となる、～に寄与[貢献]する～に寄付する,The team decided to contribute to the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1659,cope with ～,～うまく処理する、～に対処する,The team decided to cope with the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1660,count for ～,～の価値がある,The team decided to count for the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1661,count on ～,～を当てにする,The team decided to count on the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1662,cover for ～,～の代わり[代理]を務める,The team decided to cover for the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1663,cover up ～,～(の事実)を隠す、～を秘密にする,The team decided to cover up the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1664,crack up,神経が参る、気が変になる、大笑いする,The expression 'crack up' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1665,cross out ～,～を線を引いて消す,The expression 'cross out ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1666,cut back (on ～),(～を)削減[縮小]する,The team decided to cut back (on the problem) before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1667,cut down (on ～),(～を)減らす,The team decided to cut down (on the problem) before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1668,cut in (on ～),(話などに)割り込む、さえぎる,The team decided to cut in (on the problem) before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1669,deal in ～,(商品)を商う、(仕事など)に従事する,The team decided to deal in the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1670,deprive A of B,AからBを奪う,The expression 'deprive A of B' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1671,die down,静まる、衰える,The expression 'die down' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1672,die out,絶滅する,The expression 'die out' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1673,dispose of ～,～を処分する、を捨てる,The team decided to dispose of the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1674,do away with ～,～を廃止する、～を取り除く,The expression 'do away with ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1675,drag on,(会議などがだらだらと)長引く,The expression 'drag on' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1676,drag out ～,～を(必要以上に)長引かせる,The expression 'drag out ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1677,draw on ～,(技術・経験など)に頼る、～を利用する,The team decided to draw on the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1678,draw up ～,(計画)を立てる、(報告書など)を作成する,The team decided to draw up the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1679,dream up ～,(奇抜な考え・計画など)を思いつく、～を考え出す,The expression 'dream up ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1680,drive off [away] ～,～を追い払う,The expression 'drive off [away] ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1681,drive up ～,(価格など)を急速に上昇させる,The expression 'drive up ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1682,drop back (to ～),(～に)後退する、順位が下がる,The team decided to drop back (to the problem) before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1683,drop out (of ～),(活動・集団から)身を引く、(学校を)中途退学する,The team decided to drop out (of the problem) before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1684,ease into ～,(仕事など)に徐々に慣れる,The expression 'ease into ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1685,eat up ～,～を使い果たす、～を食べ尽くす,The expression 'eat up ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1686,embark on [upon] ～,(事業など)に乗り出す、～に着手する,The expression 'embark on [upon] ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1687,endear A to B,AをBに慕わせる,The expression 'endear A to B' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1688,even up ～,～を等しくする、～を均等にする,The expression 'even up ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1689,face off,対決する,The team decided to face off before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1690,fall away,減少する、弱まる、衰える,The team decided to fall away before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1691,fall back on ～,～を当てにする,The team decided to fall back on the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1692,fall for ～,(うまい話・売り込みなど)に乗せられる、～に強く引きつけられる,The team decided to fall for the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1693,fall off,(数・量が)減少する、(質が)低下する,The team decided to fall off before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1694,fall on ～,(責任・仕事などが)～に降りかかる、(記念日などが)～に当たる,The team decided to fall on the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1695,fall through,(計画などが)駄目になる、失敗する,The team decided to fall through before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1696,fall under ～,(影響・監督など)を受ける,The team decided to fall under the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1697,feel for ～,～に同情する、～を思いやる,The expression 'feel for ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1698,figure out ～,～を理解する、～を解決する,The team decided to figure out the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1699,fill out ～,(書類)に必要事項を記入する,The team decided to fill out the problem before the deadline.,英検準1級 でる順パス単 CSV,0,,,
1700,fire up ～,～始動させる、～に火をつける,The expression 'fire up ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1701,fit into ～,～に溶け込む、～に収まる,The expression 'fit into ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1702,fix up ～,～を修理する、～を改装する,The expression 'fix up ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
1703,for all ～,～にもかかわらず、～を考慮しても,The expression 'for all ～' is useful in formal English.,英検準1級 でる順パス単 CSV,0,,,
